image_id,image_path,question,answer
2067189867,images/2067189867.jpg,Is this a crafts or hobbies related book?,No
633018511,images/633018511.jpg,Who is the author of this book?,Beth Moore
633018511,images/633018511.jpg,What is the title of this book?,Beloved Disciple (Bible Study Book): The Life and Ministry of John
633018511,images/633018511.jpg,What type of book is this?,Christian Books & Bibles
633018511,images/633018511.jpg,Is this book related to Christian Books & Bibles?,Yes
633018511,images/633018511.jpg,"Is this book related to Crafts, Hobbies & Home?",No
806995181,images/806995181.jpg,Who wrote this book?,Robin Daugherty
806995181,images/806995181.jpg,What is the title of this book?,Splint Woven Basketry
806995181,images/806995181.jpg,What is the genre of this book?,"Crafts, Hobbies & Home"
806995181,images/806995181.jpg,Is this a crafts or hobbies related book?,Yes
806995181,images/806995181.jpg,Is this a child-care book?,No
1500206520,images/1500206520.jpg,Who is the author of this book?,Andrew Delaplaine
1500206520,images/1500206520.jpg,What is the title of this book?,NASHVILLE - The Delaplaine 2015 Long Weekend Guide
1500206520,images/1500206520.jpg,What type of book is this?,Travel
1500206520,images/1500206520.jpg,Is this a journey related book?,Yes
1500206520,images/1500206520.jpg,Is this a life story book?,No
1591863457,images/1591863457.jpg,Who is the author of this book?,Mary Irish
1591863457,images/1591863457.jpg,What is the title of this book?,Month-By-Month Gardening in the Deserts of Arizona: What to Do Each Month to Have a Beautiful Garden All Year
1591863457,images/1591863457.jpg,What is the genre of this book?,"Crafts, Hobbies & Home"
1591863457,images/1591863457.jpg,"Is this book related to Crafts, Hobbies & Home?",Yes
1591863457,images/1591863457.jpg,Is this book related to Comics & Graphic Novels?,No
143117319,images/143117319.jpg,Who wrote this book?,Craig Johnson
143117319,images/143117319.jpg,What is the title of this book?,The Dark Horse: A Walt Longmire Mystery (A Longmire Mystery)
143117319,images/143117319.jpg,What is the genre of this book?,Literature & Fiction
143117319,images/143117319.jpg,Is this book related to Literature & Fiction?,Yes
143117319,images/143117319.jpg,Is this book related to Science Fiction & Fantasy?,No
801036143,images/801036143.jpg,Who wrote this book?,Victor P. Hamilton
801036143,images/801036143.jpg,What is the title of this book?,"Handbook on the Historical Books: Joshua, Judges, Ruth, Samuel, Kings, Chronicles, Ezra-Nehemiah, Esther"
801036143,images/801036143.jpg,What type of book is this?,Christian Books & Bibles
801036143,images/801036143.jpg,Is this christianity book?,Yes
801036143,images/801036143.jpg,Is this a sociopolitical book?,No
73523216,images/73523216.jpg,Who wrote this book?,Bradley R. Schiller
73523216,images/73523216.jpg,What is the title of this book?,"The Economy Today, 13th Edition (McGraw-Hill Series Economics)"
73523216,images/73523216.jpg,What type of book is this?,Business & Money
73523216,images/73523216.jpg,Is this book related to Business & Money?,Yes
73523216,images/73523216.jpg,Is this book related to Computers & Technology?,No
310257956,images/310257956.jpg,Who is the author of this book?,Bruce L. Bugbee
310257956,images/310257956.jpg,What is the title of this book?,"Network Participant's Guide: The Right People, in the Right Places, for the Right Reasons, at the Right Time"
310257956,images/310257956.jpg,What is the genre of this book?,Christian Books & Bibles
310257956,images/310257956.jpg,Is this christianity book?,Yes
310257956,images/310257956.jpg,Is this a historical book?,No
139421866,images/139421866.jpg,Who wrote this book?,Heinz Fraenkel-Conrat
139421866,images/139421866.jpg,What is the title of this book?,Virology
139421866,images/139421866.jpg,What is the genre of this book?,Medical Books
139421866,images/139421866.jpg,Is this book related to Medical Books?,Yes
139421866,images/139421866.jpg,Is this book related to Literature & Fiction?,No
674283961,images/674283961.jpg,Who wrote this book?,W. Jeffrey Bolster
674283961,images/674283961.jpg,What is the title of this book?,The Mortal Sea: Fishing the Atlantic in the Age of Sail
674283961,images/674283961.jpg,What type of book is this?,History
674283961,images/674283961.jpg,Is this a historical book?,Yes
674283961,images/674283961.jpg,Is this a pharmaceutical book?,No
230613888,images/230613888.jpg,Who is the author of this book?,Teressa Iezzi
230613888,images/230613888.jpg,What is the title of this book?,The Idea Writers: Copywriting in a New Media and Marketing Era
230613888,images/230613888.jpg,What type of book is this?,Law
230613888,images/230613888.jpg,Is this a judicial book?,Yes
230613888,images/230613888.jpg,Is this a fitness book?,No
1770854436,images/1770854436.jpg,Who wrote this book?,Hollis Liebman
1770854436,images/1770854436.jpg,What is the title of this book?,Encyclopedia of Exercise Anatomy (Anatomy of)
1770854436,images/1770854436.jpg,What type of book is this?,Reference
1770854436,images/1770854436.jpg,Is this book related to Reference?,Yes
1770854436,images/1770854436.jpg,Is this book related to Calendars?,No
764596462,images/764596462.jpg,Who wrote this book?,American BookWorks Corporation
764596462,images/764596462.jpg,What is the title of this book?,CliffsTestPrep Foreign Service Officer Exam: Preparation for the Written Exam and the Oral Assessment
764596462,images/764596462.jpg,What is the genre of this book?,Test Preparation
764596462,images/764596462.jpg,Is this book related to Test Preparation?,Yes
764596462,images/764596462.jpg,"Is this book related to Crafts, Hobbies & Home?",No
764229982,images/764229982.jpg,Who wrote this book?,Eddie Smith
764229982,images/764229982.jpg,What is the title of this book?,Breaking the Enemy's Grip
764229982,images/764229982.jpg,What type of book is this?,Christian Books & Bibles
764229982,images/764229982.jpg,Is this christianity book?,Yes
307279502,images/307279502.jpg,Who is the author of this book?,Lewis Hyde
307279502,images/307279502.jpg,What is the title of this book?,The Gift: Creativity and the Artist in the Modern World
307279502,images/307279502.jpg,What is the genre of this book?,Literature & Fiction
307279502,images/307279502.jpg,Is this book related to Literature & Fiction?,Yes
307279502,images/307279502.jpg,Is this book related to Medical Books?,No
199332347,images/199332347.jpg,What is the title of this book?,Oxford Textbook of Palliative Nursing (Oxford Textbooks in Palliative Medicine)
199332347,images/199332347.jpg,What is the genre of this book?,Self-Help
199332347,images/199332347.jpg,Is this a motivational book?,Yes
199332347,images/199332347.jpg,Is this a comedy book?,No
764588443,images/764588443.jpg,Who is the author of this book?,Peter P. Greweling
764588443,images/764588443.jpg,What is the title of this book?,"Chocolates and Confections: Formula, Theory, and Technique for the Artisan Confectioner"
764588443,images/764588443.jpg,What is the genre of this book?,"Cookbooks, Food & Wine"
764588443,images/764588443.jpg,"Is this book related to Cookbooks, Food & Wine?",Yes
764588443,images/764588443.jpg,Is this book related to Romance?,No
1572245913,images/1572245913.jpg,Who wrote this book?,Carolyn Ross
1572245913,images/1572245913.jpg,What is the title of this book?,The Binge Eating and Compulsive Overeating Workbook: An Integrated Approach to Overcoming Disordered Eating (The New Harbinger Whole-Body Healing Series)
1572245913,images/1572245913.jpg,What type of book is this?,Self-Help
1572245913,images/1572245913.jpg,Is this a motivational book?,Yes
1572245913,images/1572245913.jpg,Is this a motivational book?,No
1908967455,images/1908967455.jpg,What is the title of this book?,"The Good Gardener?: Nature, Humanity and the Garden"
1908967455,images/1908967455.jpg,What is the genre of this book?,"Crafts, Hobbies & Home"
1908967455,images/1908967455.jpg,Is this a crafts or hobbies related book?,Yes
1908967455,images/1908967455.jpg,Is this a historical book?,No
1440579539,images/1440579539.jpg,Who is the author of this book?,Jodee Blanco
1440579539,images/1440579539.jpg,What is the title of this book?,Bullied Kids Speak Out: We Survived--How You Can Too
1440579539,images/1440579539.jpg,What type of book is this?,Teen & Young Adult
1440579539,images/1440579539.jpg,Is this book related to Teen & Young Adult?,Yes
1440579539,images/1440579539.jpg,"Is this book related to Cookbooks, Food & Wine?",No
1517004446,images/1517004446.jpg,Who is the author of this book?,Thomas Frank
1517004446,images/1517004446.jpg,What is the title of this book?,10 Steps to Earning Awesome Grades (While Studying Less)
1517004446,images/1517004446.jpg,What type of book is this?,Test Preparation
1517004446,images/1517004446.jpg,Is this an exam preparation book?,Yes
1517004446,images/1517004446.jpg,Is this a motivational book?,No
089870815X,images/089870815X.jpg,Who wrote this book?,Michael O'Brien
089870815X,images/089870815X.jpg,What is the title of this book?,The Father's Tale: A Novel
089870815X,images/089870815X.jpg,What type of book is this?,Literature & Fiction
089870815X,images/089870815X.jpg,Is this a sociopolitical book?,No
787995207,images/787995207.jpg,Who wrote this book?,Raymond J. Wlodkowski
787995207,images/787995207.jpg,What is the title of this book?,Enhancing Adult Motivation to Learn: A Comprehensive Guide for Teaching All Adults
787995207,images/787995207.jpg,What is the genre of this book?,Education & Teaching
787995207,images/787995207.jpg,Is this book related to Education & Teaching?,Yes
787995207,images/787995207.jpg,Is this book related to Medical Books?,No
1564149722,images/1564149722.jpg,Who wrote this book?,John Lerma
1564149722,images/1564149722.jpg,What is the title of this book?,"Into the Light: Real Life Stories About Angelic Visits, Visions of the Afterlife, and Other Pre-Death Experiences"
1564149722,images/1564149722.jpg,What is the genre of this book?,Religion & Spirituality
1564149722,images/1564149722.jpg,Is this book related to Religion & Spirituality?,Yes
1564149722,images/1564149722.jpg,Is this book related to History?,No
044842889X,images/044842889X.jpg,Who wrote this book?,Yona Zeldis McDonough
044842889X,images/044842889X.jpg,What is the title of this book?,Who Was Harriet Tubman?
044842889X,images/044842889X.jpg,What type of book is this?,History
044842889X,images/044842889X.jpg,Is this book related to History?,Yes
044842889X,images/044842889X.jpg,Is this book related to Biographies & Memoirs?,No
1438840101,images/1438840101.jpg,Who wrote this book?,Trends International
1438840101,images/1438840101.jpg,What is the title of this book?,Horses 2016 Wall Calendar
1438840101,images/1438840101.jpg,What is the genre of this book?,Calendars
1438840101,images/1438840101.jpg,Is this a sociopolitical book?,No
1438840101,images/1438840101.jpg,What is the year printed on this calendar?,2016
052163721X,images/052163721X.jpg,Who wrote this book?,David I. Bower
052163721X,images/052163721X.jpg,What is the title of this book?,An Introduction to Polymer Physics
052163721X,images/052163721X.jpg,What type of book is this?,Science & Math
052163721X,images/052163721X.jpg,Is this a kids book?,No
1560449772,images/1560449772.jpg,Who wrote this book?,Bill Cunningham
1560449772,images/1560449772.jpg,What is the title of this book?,Best Easy Day Hikes Death Valley (Best Easy Day Hikes Series)
1560449772,images/1560449772.jpg,What is the genre of this book?,Travel
1560449772,images/1560449772.jpg,Is this a journey related book?,Yes
1560449772,images/1560449772.jpg,Is this a financial book?,No
1581344910,images/1581344910.jpg,Who wrote this book?,R. Kent Hughes
1581344910,images/1581344910.jpg,What is the title of this book?,Set Apart: Calling a Worldly Church to a Godly Life
1581344910,images/1581344910.jpg,What type of book is this?,Christian Books & Bibles
1581344910,images/1581344910.jpg,Is this book related to Christian Books & Bibles?,Yes
1581344910,images/1581344910.jpg,Is this book related to Test Preparation?,No
385539282,images/385539282.jpg,Who is the author of this book?,Bill Bryson
385539282,images/385539282.jpg,What is the title of this book?,The Road to Little Dribbling: Adventures of an American in Britain
385539282,images/385539282.jpg,What is the genre of this book?,History
385539282,images/385539282.jpg,Is this book related to History?,Yes
385539282,images/385539282.jpg,Is this book related to Humor & Entertainment?,No
006073440X,images/006073440X.jpg,Who wrote this book?,Geeta Anand
006073440X,images/006073440X.jpg,What is the title of this book?,The Cure: How a Father Raised $100 Million--and Bucked the Medical Establishment--in a Quest to Save His Children
006073440X,images/006073440X.jpg,What type of book is this?,"Health, Fitness & Dieting"
006073440X,images/006073440X.jpg,"Is this book related to Health, Fitness & Dieting?",Yes
006073440X,images/006073440X.jpg,Is this book related to Comics & Graphic Novels?,No
087630742X,images/087630742X.jpg,Who is the author of this book?,Marlene E. Hunter
087630742X,images/087630742X.jpg,What is the title of this book?,Creative Scripts for Hypnotherapy
087630742X,images/087630742X.jpg,What is the genre of this book?,"Health, Fitness & Dieting"
087630742X,images/087630742X.jpg,"Is this book related to Health, Fitness & Dieting?",Yes
087630742X,images/087630742X.jpg,Is this book related to Literature & Fiction?,No
964483807,images/964483807.jpg,What is the title of this book?,Dancing in the Rain: Stories of Exceptional Progress by Parents of Children With Special Needs
964483807,images/964483807.jpg,What is the genre of this book?,"Health, Fitness & Dieting"
964483807,images/964483807.jpg,Is this a fitness book?,Yes
964483807,images/964483807.jpg,Is this a crafts or hobbies related book?,No
393351890,images/393351890.jpg,Who wrote this book?,Jonathan Eig
393351890,images/393351890.jpg,What is the title of this book?,The Birth of the Pill: How Four Crusaders Reinvented Sex and Launched a Revolution
393351890,images/393351890.jpg,What type of book is this?,Medical Books
393351890,images/393351890.jpg,Is this a pharmaceutical book?,Yes
393351890,images/393351890.jpg,Is this a life story book?,No
387508597,images/387508597.jpg,Who is the author of this book?,W. Ahne
387508597,images/387508597.jpg,What is the title of this book?,Viruses of Lower Vertebrates
387508597,images/387508597.jpg,What type of book is this?,Medical Books
387508597,images/387508597.jpg,Is this book related to Medical Books?,Yes
387508597,images/387508597.jpg,Is this book related to Christian Books & Bibles?,No
1860110576,images/1860110576.jpg,Who is the author of this book?,Rupert Isaacson
1860110576,images/1860110576.jpg,What is the title of this book?,"Zimbabwe, Botswana, & Namibia"
1860110576,images/1860110576.jpg,What type of book is this?,Travel
1860110576,images/1860110576.jpg,Is this a journey related book?,Yes
1860110576,images/1860110576.jpg,Is this a homosexuality book?,No
1556432771,images/1556432771.jpg,Who wrote this book?,Todd Rowe
1556432771,images/1556432771.jpg,What is the title of this book?,"Homeopathic Methodology: Repertory, Case Taking, and Case Analysis"
1556432771,images/1556432771.jpg,What type of book is this?,"Health, Fitness & Dieting"
1556432771,images/1556432771.jpg,"Is this book related to Health, Fitness & Dieting?",Yes
1556432771,images/1556432771.jpg,Is this book related to Reference?,No
1550027557,images/1550027557.jpg,Who is the author of this book?,Norma Charles
1550027557,images/1550027557.jpg,What is the title of this book?,Boxcar Kid
1550027557,images/1550027557.jpg,What type of book is this?,Teen & Young Adult
1550027557,images/1550027557.jpg,Is this book related to Teen & Young Adult?,Yes
1550027557,images/1550027557.jpg,Is this book related to Politics & Social Sciences?,No
1416549013,images/1416549013.jpg,Who wrote this book?,Daniel Tammet
1416549013,images/1416549013.jpg,What is the title of this book?,Born On A Blue Day: Inside the Extraordinary Mind of an Autistic Savant
1416549013,images/1416549013.jpg,What is the genre of this book?,Medical Books
1416549013,images/1416549013.jpg,Is this a pharmaceutical book?,Yes
1416549013,images/1416549013.jpg,Is this a kids book?,No
738531324,images/738531324.jpg,Who is the author of this book?,Nicholas A. Veronico
738531324,images/738531324.jpg,What is the title of this book?,Moffett Field (CA) (Images of Aviation) (Images of America)
738531324,images/738531324.jpg,What is the genre of this book?,Arts & Photography
738531324,images/738531324.jpg,Is this an art related book?,Yes
738531324,images/738531324.jpg,Is this a religious book?,No
240807227,images/240807227.jpg,Who wrote this book?,Joan Van Tassel
240807227,images/240807227.jpg,What is the title of this book?,Digital Rights Management: Protecting and Monetizing Content (NAB Executive Technology Briefings)
240807227,images/240807227.jpg,What is the genre of this book?,Law
240807227,images/240807227.jpg,Is this a judicial book?,Yes
240807227,images/240807227.jpg,Is this a romantic book?,No
840733283,images/840733283.jpg,Who wrote this book?,William Kilpatrick
840733283,images/840733283.jpg,What is the title of this book?,Psychological Seduction
840733283,images/840733283.jpg,What type of book is this?,Religion & Spirituality
840733283,images/840733283.jpg,Is this a religious book?,Yes
840733283,images/840733283.jpg,Is this a pharmaceutical book?,No
1933889047,images/1933889047.jpg,Who is the author of this book?,Dr. Douglas J. Taber
1933889047,images/1933889047.jpg,What is the title of this book?,The Back Pain Solution:  Unlocking the Spinal Code
1933889047,images/1933889047.jpg,What is the genre of this book?,"Health, Fitness & Dieting"
1933889047,images/1933889047.jpg,Is this a fitness book?,Yes
61986755,images/61986755.jpg,Who is the author of this book?,Amy Krouse Rosenthal
61986755,images/61986755.jpg,What is the title of this book?,Plant a Kiss
61986755,images/61986755.jpg,What type of book is this?,Children's Books
61986755,images/61986755.jpg,Is this a kids book?,Yes
61986755,images/61986755.jpg,Is this a reference book?,No
756642035,images/756642035.jpg,Who is the author of this book?,Joan Pagano
756642035,images/756642035.jpg,What is the title of this book?,15 Minute Abs Workout
756642035,images/756642035.jpg,What type of book is this?,"Health, Fitness & Dieting"
756642035,images/756642035.jpg,"Is this book related to Health, Fitness & Dieting?",Yes
756642035,images/756642035.jpg,Is this book related to Politics & Social Sciences?,No
300179359,images/300179359.jpg,Who wrote this book?,Josef Albers
300179359,images/300179359.jpg,What is the title of this book?,Interaction of Color: 50th Anniversary Edition
300179359,images/300179359.jpg,What type of book is this?,Arts & Photography
300179359,images/300179359.jpg,Is this an art related book?,Yes
1476789088,images/1476789088.jpg,Who wrote this book?,Annie Liontas
1476789088,images/1476789088.jpg,What is the title of this book?,Let Me Explain You: A Novel
1476789088,images/1476789088.jpg,What is the genre of this book?,Literature & Fiction
1476789088,images/1476789088.jpg,Is this book related to Literature & Fiction?,Yes
1476789088,images/1476789088.jpg,Is this book related to Reference?,No
1936976005,images/1936976005.jpg,Who wrote this book?,Halley Bondy
1936976005,images/1936976005.jpg,What is the title of this book?,77 Things You Absolutely Have to Do Before You Finish College
1936976005,images/1936976005.jpg,What is the genre of this book?,Teen & Young Adult
1936976005,images/1936976005.jpg,Is this book related to Teen & Young Adult?,Yes
1936976005,images/1936976005.jpg,Is this book related to Education & Teaching?,No
1574322664,images/1574322664.jpg,Who is the author of this book?,Dorothy Kamn
1574322664,images/1574322664.jpg,What is the title of this book?,Painted Porcelain Jewelry and Buttons
1574322664,images/1574322664.jpg,What type of book is this?,"Crafts, Hobbies & Home"
1574322664,images/1574322664.jpg,Is this a crafts or hobbies related book?,Yes
1574322664,images/1574322664.jpg,Is this a recipe book?,No
425261263,images/425261263.jpg,Who wrote this book?,Beatriz Williams
425261263,images/425261263.jpg,What is the title of this book?,Overseas
425261263,images/425261263.jpg,What is the genre of this book?,Romance
425261263,images/425261263.jpg,Is this a romantic book?,Yes
425261263,images/425261263.jpg,Is this a reference book?,No
520239261,images/520239261.jpg,Who wrote this book?,Ella E. Clark
520239261,images/520239261.jpg,What is the title of this book?,Indian Legends of the Pacific Northwest
520239261,images/520239261.jpg,What type of book is this?,Literature & Fiction
520239261,images/520239261.jpg,Is this a crafts or hobbies related book?,No
